what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1349440198261
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1349440198492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440198660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349440198669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440200070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440201429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349440201438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440203380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440204690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349440204699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440206277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440207522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349440207531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440213410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440214919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349440214928
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1349440221032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440229626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440240278
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1349440241243
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1349440247323
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349440252461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1349440256336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440271007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440320902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1349440323116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440330924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349440381450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1349440383485
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1349440389909
