what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442058173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442059256
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1349442060420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442060455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442060470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442061339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442062379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442062387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442063308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442064316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442064324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442065386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442066648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442066658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442067771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442069631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442069639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442070762
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442071691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442071701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442072779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442073932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442073940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442075049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442076109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442076118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442077225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442078286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442078295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442079578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442080768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442080776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442081896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442082876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442082884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442084394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442085850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1349442085859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442087879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442122592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442132237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442142315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1349442142325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1349442142325
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442145999
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442146092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442149563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442167157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349442169768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349442171229
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442175870
opened,editor,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui.internal.editor.AntEditor",1349442176251
activated,editor,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui.internal.editor.AntEditor",1349442176371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442179735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442190323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442196098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442202779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349442207193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349442211882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442214944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442223082
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442223107
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442223318
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442223447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442225472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442228450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442233117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1349442233144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442236972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349442239191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442241014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442241125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442255846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442406144
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442406170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1349442407133
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1349442410822
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1349442410875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442422468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442446750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349442449563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442450696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442452736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349442452752
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1349442468479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442473152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442497211
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1349442497391
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1349442498778
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442504695
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442504934
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442507810
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442508046
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442513826
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442514186
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442514291
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442516984
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442517323
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349442517424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442527465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442550516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442551710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442553103
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1349442553115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442553412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442554289
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1349442556308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442568506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442568991
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1349442569052
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349442604948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349442623249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443023917
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1349443024180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443029458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443033300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349443039038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349443045006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443052176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443055353
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1349443056936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443059079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443101820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443102389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349443166668
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1349443166687
